digit,count,empirical,benford,zscore
0,0.0,0.0,0.0,NaN,
1,24805.0,0.24734013381594822,0.30103,37.06296447134022,
2,15959.0,0.15913328746497551,0.176091,14.094630044488133,
3,13040.0,0.13002682301793853,0.124939,4.868109669714571,
4,10751.0,0.10720232931486634,0.09691,11.0122421643691,
5,8629.0,0.08604305642805149,0.0791812,8.041742338651419,
6,7523.0,0.07501470778864658,0.0669468,10.216371312807532,
7,6505.0,0.06486384077697009,0.0579919,9.30412506128844,
8,5966.0,0.059489265807133526,0.0511525,11.976460296669497,
