digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,97.0,0.35018050541516244,0.30103,1.7178450487172665,2.22293091908035
2,47.0,0.16967509025270758,0.176091,0.20147130626140555,0.06475288182960107
3,32.0,0.11552346570397112,0.124939,0.383074959842019,0.19654938205104738
4,46.0,0.16606498194945848,0.09691,3.7890226862638094,13.669672824012903
5,16.0,0.05776173285198556,0.0791812,1.2089743076290673,1.604999920368079
6,6.0,0.021660649819494584,0.0669468,2.8954912212695234,8.485564736379446
7,12.0,0.04332129963898917,0.0579919,0.9161300444043878,1.0280357195028973
8,14.0,0.05054151624548736,0.0511525,0.0461570353634802,0.002021492948987948
9,7.0,0.02527075812274368,0.0457575,1.4879744399130468,2.540757825284506
