digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,0.0,0.0,0.30103,5.320077643647076,20.77107
2,0.0,0.0,0.176091,3.6821678117148706,12.150279
3,0.0,0.0,0.124939,2.9566887650235376,8.620790999999999
4,0.0,0.0,0.09691,2.5176248469866906,6.686789999999999
5,0.0,0.0,0.0791812,2.212919406692988,5.4635028
6,5.0,0.07246376811594203,0.0669468,0.18336097289804978,0.03137041152482484
7,40.0,0.5797101449275363,0.0579919,18.284167446768645,323.85738300053174
8,16.0,0.2318840579710145,0.0511525,6.54116777376821,44.060580171398904
9,8.0,0.11594202898550725,0.0457575,2.5019464591751435,7.427960433050495
