digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,2736.0,0.3076577083099067,0.30103,1.3509941372162282,1.2976730545282555
2,1625.0,0.18272798830540876,0.176091,1.6292670690099842,2.2246066818986736
3,997.0,0.11211064882491847,0.124939,3.6426647533806524,11.71364201167546
4,872.0,0.09805464972450242,0.09691,0.34695498499928495,0.12023334089473037
5,711.0,0.07995052288316654,0.0791812,0.24904382401669695,0.06647272980615178
6,543.0,0.06105926009220736,0.0669468,2.2002528960837187,4.604539440166116
7,490.0,0.05509951647363095,0.0579919,1.1443103190626973,1.282899728218821
8,467.0,0.05251321263915439,0.0511525,0.5583837971087855,0.3218950259782153
9,452.0,0.05082649274710446,0.0457575,2.2622536340383235,4.993779285854075
