digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,35553.0,0.31250714178979844,0.30103,8.436093921233585,49.78219268180633
2,18074.0,0.15886856469802316,0.176091,15.246974396967119,191.63210499456187
3,10305.0,0.09057986938215827,0.124939,35.04504220570354,1074.9855174136812
4,9369.0,0.08235252753434652,0.09691,16.592551803471032,248.78240802798956
5,9002.0,0.0791266360192323,0.0791812,0.06266798870839888,0.004277660575484724
6,8325.0,0.07317587701178725,0.0669468,8.400540157655005,65.93771354930982
7,7737.0,0.06800741867149525,0.0579919,14.447077223269412,196.78675215696694
8,7364.0,0.06472878778556172,0.0511525,20.77863115965685,409.93170874679214
9,8038.0,0.07065317710759711,0.0457575,40.17860917156097,1540.9973890948866
