digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,8454.0,0.2383221041355397,0.30103,25.741828977384788,463.3749980651521
2,6680.0,0.1883122374763905,0.176091,6.0360768643908544,30.087847932043715
3,5555.0,0.15659797592535168,0.124939,18.025372367713015,284.572951683314
4,3354.0,0.09455078510416373,0.09691,1.49301494536695,2.037343831030333
5,2425.0,0.06836185267668367,0.0791812,7.536778204651581,52.44184531650231
6,2242.0,0.06320299946438136,0.0669468,2.8106409100355143,7.426659285380772
7,2239.0,0.06311842810024526,0.0579919,4.119699991842593,16.075972903675485
8,1971.0,0.05556338623742001,0.0511525,3.758833957654073,13.4921999493884
9,2553.0,0.07197023087982408,0.0457575,23.613866996446347,532.6723671594192
