digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,36341.0,0.3191502441423403,0.30103,13.326787695915078,124.19954468985533
2,22007.0,0.1932676432360277,0.176091,15.213176391001932,190.78363693868033
3,14727.0,0.1293339656444304,0.124939,4.48078421221503,17.604132803643406
4,9391.0,0.08247268767344644,0.09691,16.462859649296224,244.9095964517137
5,7236.0,0.06354726525450521,0.0791812,19.53210350076341,351.4926138091571
6,6065.0,0.05326342782871395,0.0669468,18.468706588338733,318.46238888966195
7,5395.0,0.047379421786630134,0.0579919,15.315350432465804,221.1403426504227
8,5474.0,0.04807320757368181,0.0511525,4.7097775634628025,21.107495059072544
9,7232.0,0.06351213686022412,0.0457575,28.664521484365054,784.4458906893045
