digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,33720.0,0.27514626324936964,0.30103,19.750874534115717,272.75210858201893
2,22070.0,0.1800853508278051,0.176091,3.6673820725226003,11.103993543405645
3,16063.0,0.13106982285215377,0.124939,6.486694707369553,36.86917810978873
4,13069.0,0.10663957634656027,0.09691,11.508638298446934,119.71352360433472
5,10201.0,0.08323745644741459,0.0791812,5.253541983072408,25.465527491987185
6,8030.0,0.06552267182361916,0.0669468,1.989055849681874,3.7127207224937804
7,6613.0,0.05396032736856707,0.0579919,6.032339209934062,34.34832675315618
8,6137.0,0.050076293521986406,0.0511525,1.7036344284517408,2.774906067871992
9,6650.0,0.05426223756252397,0.0457575,14.241442474991958,193.72402869782323
