digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,7049.0,0.29252604058596504,0.30103,2.8708304669020412,5.788893458351997
2,4188.0,0.17379756816201186,0.176091,0.9262154645579963,0.7197762166306396
3,3163.0,0.13126115284060255,0.124939,2.9583570769932694,7.708944763147702
4,2485.0,0.10312487031580694,0.09691,3.250209455375925,9.604140960481539
5,2018.0,0.0837448645059551,0.0791812,2.6116680422643985,6.338234727701395
6,1570.0,0.06515333858986595,0.0669468,1.101036062391631,1.1577564989340074
7,1263.0,0.05241316346433166,0.0579919,3.691373864496137,12.932049049178534
8,1129.0,0.04685230526621571,0.0511525,3.0153471854773026,8.71108716902961
9,1232.0,0.05112669626924513,0.0457575,3.9732752061170005,15.181659573102907
