digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,9224.0,0.26462403534440715,0.30103,14.811950049824542,153.4706434844088
2,6232.0,0.1787876179820409,0.176091,1.3147400261462665,1.4394338092006453
3,4432.0,0.12714806208222165,0.124939,1.2392402321947218,1.3614692073999892
4,3302.0,0.09472989643400177,0.09691,1.3668012480936846,1.7095258154356883
5,2735.0,0.07846343632555872,0.0791812,0.4863637382292515,0.22679364320261933
6,2267.0,0.0650371517916057,0.0669468,1.4158124981478208,1.8987462230578414
7,2127.0,0.06102074188828643,0.0579919,2.4079582539515503,5.51411569810614
8,2045.0,0.058668273230627996,0.0511525,6.3570753658341195,38.492000092673855
9,2493.0,0.07152078492124968,0.0457575,23.006144687685865,505.62692341434087
