digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,2973.0,0.32941828254847644,0.30103,5.86786594761693,24.161042550976596
2,1393.0,0.15434903047091414,0.176091,5.408866066197019,24.227456156239526
3,948.0,0.1050415512465374,0.124939,5.7008800630157825,28.598547401071304
4,826.0,0.0915235457063712,0.09691,1.7119329935076195,2.7019952116665356
5,715.0,0.07922437673130193,0.0791812,0.015190610837036694,2.1248322690775896E-4
6,619.0,0.06858725761772853,0.0669468,0.6024903409977048,0.36278340846703794
7,537.0,0.059501385041551245,0.0579919,0.5910196605991371,0.3545989947435636
8,555.0,0.06149584487534626,0.0511525,4.436296074048162,18.87566919453449
9,459.0,0.050858725761772854,0.0457575,2.2940093842910296,5.1325597128337375
