digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,1497.0,0.3362533692722372,0.30103,5.107252902389942,18.348778950068347
2,604.0,0.13566936208445643,0.176091,7.061141940385023,41.309107393470875
3,710.0,0.15947888589398024,0.124939,6.947296860264594,42.510765658585115
4,386.0,0.0867026055705301,0.09691,2.2768675086977685,4.786481182794527
5,304.0,0.06828391734052111,0.0791812,2.6650081112265274,6.676817542463339
6,315.0,0.07075471698113207,0.0669468,0.9866096310246204,0.9642735976190612
7,172.0,0.03863432165318958,0.0579919,5.494024379796938,28.76668840379997
8,312.0,0.07008086253369272,0.0511525,5.698682686040092,31.182747809728376
9,152.0,0.034141958670260555,0.0457575,3.673135457371613,13.127190150349223
