digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,2673.0,0.22762496806608193,0.30103,17.331223369777902,210.19430551552009
2,2480.0,0.21118964489483097,0.176091,9.973429202738371,82.15284346709254
3,2244.0,0.19109256578387124,0.124939,21.666811044590915,411.32731624800965
4,1606.0,0.13676232649237843,0.09691,14.582404628450048,192.4499606341943
5,1013.0,0.08626415737034829,0.0791812,2.8254487187773494,7.44022788299169
6,642.0,0.05467086775100059,0.0669468,5.304164052559676,26.433715028212003
7,455.0,0.03874648726901132,0.0579919,8.903153773884457,75.00084934375981
8,352.0,0.029975304436685685,0.0511525,10.395664898587865,102.955390740572
9,278.0,0.023673677935791535,0.0457575,11.430496663217223,125.15991253769973
