digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,31267.0,0.2726432451757484,0.30103,20.953694933121433,306.9821944092772
2,22514.0,0.19631848344538327,0.176091,17.979837689478796,266.4636793176269
3,14865.0,0.12962042535380752,0.124939,4.790170859868316,20.11637168818192
4,11439.0,0.09974625264865147,0.09691,3.241699250067952,9.519468620619623
5,8785.0,0.07660379661844595,0.0791812,3.2269685233569714,9.621309381271127
6,7294.0,0.06360251480192883,0.0669468,4.525477099486652,19.15879813855656
7,6387.0,0.055693619692887227,0.0579919,3.3236332059292795,10.44552144508326
8,5556.0,0.04844743244303765,0.0511525,4.15137214806906,16.405173911800883
9,6574.0,0.05732422982010969,0.0457575,18.738381339518238,335.3129801006917
