digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,36187.0,0.30932496773145735,0.30103,6.181950423132934,26.739742904517176
2,28918.0,0.24718985870224897,0.176091,63.8406235850352,3358.3480490484044
3,14179.0,0.12120150102148101,0.124939,3.8617556482618047,13.079819289464155
4,8220.0,0.070264217391676,0.09691,30.801920996623924,857.0890984859841
5,5989.0,0.05119372237940968,0.0791812,35.44607129191869,1157.292246532382
6,5534.0,0.04730440134373905,0.0669468,26.875137827064155,674.2125361023794
7,5753.0,0.049176404215853044,0.0579919,12.894186527613053,156.77028592130333
8,5909.0,0.05050988571379726,0.0511525,0.9910359967788345,0.9444337372905662
9,6298.0,0.053835041500337646,0.0457575,13.214709609578303,166.81446682828462
