digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,9185.0,0.2371607839086989,0.30103,27.396038955255587,524.819153564427
2,7922.0,0.20454956234346355,0.176091,14.696903170695533,178.12506560680157
3,4293.0,0.11084716878824653,0.124939,8.379523753184976,61.55638726539634
4,3833.0,0.09896976425934055,0.09691,1.3616177434147063,1.6955192544867626
5,3208.0,0.08283198636680524,0.0791812,2.651355252225687,6.519091014141744
6,2734.0,0.07059309561310646,0.0669468,2.8609580679958855,7.691485230033629
7,2339.0,0.06039401998502414,0.0579919,2.0116917501445064,3.8535263990515665
8,2338.0,0.060368199540396086,0.0511525,8.220646638075925,64.30222983729638
9,2877.0,0.07428541919491853,0.0457575,26.855369520547328,688.8333834024342
