digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,2612.0,0.31121172405576075,0.30103,2.0216094026315923,2.890347697395871
2,1436.0,0.17109496008578579,0.176091,1.1873167615243385,1.1896846608933547
3,1176.0,0.14011676396997497,0.124939,4.18880601437274,15.475147144154985
4,668.0,0.0795901346360062,0.09691,5.345113534892212,25.979910640306873
5,591.0,0.0704158227094007,0.0791812,2.953720249525223,8.143973886701982
6,551.0,0.06564994638389134,0.0669468,0.4535326384142009,0.2108479169795606
7,501.0,0.05969260097700465,0.0579919,0.6432650457999919,0.4186063457837733
8,462.0,0.05504587155963303,0.0511525,1.5942492052125754,2.487150486422147
9,396.0,0.047182175622542594,0.0457575,0.5984987480558364,0.3722947578674032
