digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,2541.0,0.2860842152668318,0.30103,3.0591521790577114,6.5908045936272055
2,1590.0,0.17901373564512496,0.176091,0.7092352987328195,0.43087637409467455
3,1258.0,0.1416347669443819,0.124939,4.742712327214318,19.816433347108777
4,884.0,0.09952713352848458,0.09691,0.8158080736211731,0.6277604311254271
5,548.0,0.06169781580725062,0.0791812,6.082500372131244,34.28780564309986
6,558.0,0.06282368835847782,0.0669468,1.5335290530788166,2.2554392535909726
7,597.0,0.0672145913082639,0.0579919,3.696094716216851,13.027430840885904
8,472.0,0.05314118441792389,0.0511525,0.826644351559404,0.6867135970397656
9,434.0,0.048862868723260525,0.0457575,1.3751908794190464,1.871866317162622
