digit,count,empirical,benford,ZScore,Chi Square
0,0.0,0.0,0.0,NaN,NaN
1,38.0,0.35185185185185186,0.30103,1.0465176956252107,0.9266483326258854
2,22.0,0.2037037037037037,0.176091,0.6270638884156929,0.4676322573526267
3,24.0,0.2222222222222222,0.124939,2.9120978534743736,8.180910165771564
4,6.0,0.05555555555555555,0.09691,1.2900949607398482,1.9058975145323838
5,2.0,0.018518518518518517,0.0791812,2.156542524784931,5.019319988186046
6,10.0,0.09259259259259259,0.0669468,0.8738707245241749,1.061026385007886
7,6.0,0.05555555555555555,0.0579919,0.1083277138874392,0.011054364820144436
8,0.0,0.0,0.0511525,2.1945563606983596,5.52447
9,0.0,0.0,0.0457575,2.0454439248164906,4.94181
